pair,symbol0,symbol1,stable,gauge,internal_bribe,pairfees,pf_bal0_raw,pf_bal0_fmt,pf_bal1_raw,pf_bal1_fmt,ib_bal0_raw,ib_bal0_fmt,ib_bal1_raw,ib_bal1_fmt
"0xc4358ce16c9E899D1b9589A8f877bB9137222Ba5","CHAM","ACS","false","0x0935B8a187BE8A1f6eDCfbE6f1ac01C9D5c20ae5","0x9f8ee1Ef5F44816da34a663B00a90489F5c920b6","0x3BFb3F979Aa9Bae67E0e019fb20A017F00F4c474","7638035571350169","0.007638","19231429438317","1.92e-5","0","0","0","0"
"0xefa03ABC8c69279fC83aC00b568188e22Fb36A0D","CHAM","MARE","false","0x05D96Fb6ce22d60E8dCc355c16b63e9E05D2c279","0x35706Eb2aCBc65F89dC0783f1E3A130d5F9EBCE3","0x1Db62299a2E72A39577e93042ABDC306a7dF80e4","427259507731500","0.000427","580292091307179","0.000580","0","0","0","0"
"0xdf602c1775C3683d2AF01A262A1C8f5b7fE8E36c","TAROT","MARE","false","0xb0E0687e5257e05ff7aF70e53E4876336b776F7D","0xcC5FB59c8CB72Ff8857EAE833289Bb882DF3C0dd","0xf461b2c3cE5bEEB7a28c7061D47894DBd89b1e6F","595427294872","5.95e-7","9205985383379783","0.009206","0","0","0","0"
"0x858543aE1D3Cb61BcC0b3b72b75023f451698a46","BIFI","MARE","false","0x2B500B2D35172874E0E846a16871682F6BC7DdcB","0xfd4c5a7FdeB928c71dB2AEc4AF270486EEE2a32B","0x3a711b01372325Db0a2Bb20Dadb9883668355749","6050180525726","6.05e-6","18701650954983198","0.018702","0","0","0","0"
"0x345F70E273025fa20091485Fd3415461EC28805E","SLM","MARE","false","0xDaA41422c5C2FEa3c218A9B8741035982fDbF6f7","0xF3DCA1E1933a5A4E7733c3f36384602BcC809c02","0x8bCfA6529fC3F03575d897159e3f7Aef6928f90d","0","0","6768165599199353","0.006768","0","0","0","0"
"0x8988925B0373c43d890aa8Ac09e345b9E853F52f","ACS","MARE","false","0xC8f90e226893Ae3fb2790034Da32089bE19bc750","0x8676Ce6aFbeC9028E407e602616867E329e4DF17","0x104E7a97f283DBbba976579Ee8Ef1432C1808e85","6972927146291","6.97e-6","18912948277927202","0.018913","0","0","0","0"
"0xfbF6a484B2aB30f37A8cef019d4e47b91F4774Cc","TV","MARE","false","0x79440C483562dCf736f0fA29fF607aB09D2e1BCd","0x2A6f0Aa32F54cfA782D94cC7b9c4BEADca3DEd56","0x4a911304889C635e0a0B9b8bF7F4c51Dd1176333","2413194797633321962708798732577967","2413194797.63M","2376398581447200068","2.3764","18970533799758820023224071411719","18970533.80M","53696793030562164","0.053697"
"0x2A6A5F766BB8aa6d8832524F76EbB3f34CFF3046","TV","CHAM","false","0x051237f3e4583b883eaA7Abb5d5E81180a54989f","0xE8C20107143de16663FA05159C73677748388eAc","0x0B85B334B38D60751Be82D94D4872C4187194303","2119150081954611834164031","2.12M","0","0","0","0","0","0"
"0xaB8FCEec02B0A4Fcd182F516A314097F83f7c2BF","TV","TAROT","false","0x4f4A61568a6CCb0C99565576F327862e32644918","0x03D25FB337Cc5c23d362DD5941A376bAC3073550","0x154bab75045396E228b8af85fD88ebD85ef10e95","14591172467319243699601800","14.59M","0","0","0","0","0","0"
"0xC3A9FEA5937849A0a375400009bF0388E2E991fb","TV","SLM","false","0xD22E90C8442F74eC7e70F24D9Fbfcf7a03714B7F","0x82848Af14adBb68dd4B7243aF0220ff38170D6eC","0x8B3110A61871c2b652DD0dFba347FE8063954A47","21511163757737927410822","21,511.16","0","0","0","0","0","0"
"0xA7335A3FE9dd8eeb02Cbe7FD128256C873299B04","TV","MAI","false","0x841912Fd604a828a2424f0A5d7107B6F61874De1","0x1EC95786048A0AB6ea25f312F22fB5E6d2A335F7","0x277f58fF18EF0bA6e665b641e817bE9E145F8b22","1042612003704087232032984","1.04M","0","0","0","0","0","0"
"0x8f1C786328B843B12c2eA2AFcdc46eC8AcB3642a","SLM","MAI","false","0x4ACb4AFf85ce7a3d32d93189F8Da3F3C5165b992","0x442fDBB42975A2bEC28682Cf2Ed3D7201A77F4bE","0x194405B57413096733e5A80ce810886c6CCFDf09","13117184432796679433","13.1172","0","0","0","0","0","0"
"0xC14f50956De9F1a263B13D459De4E6b2aBd4470f","CHAM","MAI","false","0x66B7fa0BDf6d9Fd5Fd9e552A4d83B7ADBE2a4888","0x9975043B6534c4Fe125f059B23c2c62BAC71dd0F","0xDb2519094CCe1715E10DA7349857E27eC1d1a5Ff","515732723829383","0.000516","0","0","0","0","0","0"
"0x27f240cb55ed2677386A78ceF4fE588E42A3fe4b","TAROT","MAI","false","0x7D9Ad22DBE74905384FF505CaF47508F91C272cE","0x68b42A9162ddEE235475EcD70e42AfB965640f32","0x72474Fc0606cDE2B77BC7B19678022484d04D303","486026317923892","0.000486","4493080498426","4.49e-6","0","0","0","0"
"0xA606C9931146FbC2E5eDaa04AEE1607f23c1d7Bb","ACS","MAI","false","0x09527a5106aBD7ea6be2A0dF5c8aD480314CdD45","0xe0116f88634Ad5d80635D61259a4FEb50625C928","0xC5573343d20F20d9Dd8C16c12ccD0514E283F749","129358556969715","0.000129","4145393823943208","0.004145","0","0","0","0"
"0xc78eF44cF5355ADddc6FE32f7fFe380FbE60B18D","MAI","BIFI","false","0xE5e0dde63bA74Ba22037Ee2bb4A7BF3b1Bf206Cf","0xDf7087B286277943bf1B9A5176B126B1c53f54dB","0x9b2bA5500d5aC6e74349de9EC41BDd17D2Ca9B09","763881337910324","0.000764","38493178970804","3.85e-5","0","0","0","0"
"0xEb15F5ff0e73646ff0a05096A50e63230f6ad0D8","TV","GMD","false","0xff0133c2A3D715fFbC5b96E62F8b5540FBCa02e3","0xA22cE29c361Ce084Aa935919694aDB9C5f9ba147","0xE93A95BD456e9B1Dff6ca88c95674e569193F542","811848445731940615773934","811,848.45","0","0","0","0","0","0"
"0xF1311802d6D4EC402095B4feaBbCc0B0E7561712","CHAM","GMD","false","0x0000000000000000000000000000000000000000","0x0000000000000000000000000000000000000000","0x8081466F279Ee9c8dD05dB8993d99dC6F505ebA3","969607351901186","0.000970","0","0","0","0","0","0"
"0x7C2bed93905CB531D4000324094371f0c6ceBf6E","SLM","GMD","false","0x0000000000000000000000000000000000000000","0x0000000000000000000000000000000000000000","0x92EE61946FECBd28B730FF86b36A718859890D87","0","0","0","0","0","0","0","0"
"0x5A67F79ffAcAAe8114CA4e2F6996181e92db6a63","MARE","GMD","false","0x8DD2042d3a7fDd2B17E0B57BEe4778f75CA4Ad4B","0x7bCbD47db6B8562C75a18Ae1509a9E1E227B2ce2","0xf73308134452A424189fbffD99d87f7c0b4Fd089","4051020816382175","0.004051","0","0","0","0","0","0"
"0x2F39e0CA26cbf0DF1F711e6cEE9D4326E9C519A1","ACS","GMD","false","0x0B4d95F59B60Cb34C01c0e1De7c71f582C669ed6","0xc7CDA20cECedE1fA20B8d9Bd7cf0A3EFA234813a","0xfE3bf0364B722851e2aFF473C4502fC58Ad4B534","8683877188938","8.68e-6","1844088991891","1.84e-6","0","0","0","0"
"0xa44fFf30d5b75A8990367C83E73D4Dc317857AE6","MAI","GMD","false","0x0000000000000000000000000000000000000000","0x0000000000000000000000000000000000000000","0xef74102504Bcf395aEdDbE2d9Db1Dfade9402fD8","17924626904824","1.79e-5","0","0","0","0","0","0"
"0xFda5214Ab22Fe5B624c3D8c8133A998782d3eF7c","SLM","WKAVA","false","0x0000000000000000000000000000000000000000","0x0000000000000000000000000000000000000000","0x6B12a1b7B469956900f081532Bc5fb7F99397365","6268415326655268439","6.2684","0","0","0","0","0","0"
"0xEA41B01C36E8e8d393333F48498637cDCF88d251","ACS","WKAVA","false","0x624bfb1d1085D37E9CfDBB867c47c7fB3a90c5c5","0x9DCfE1A2D16f9F5a5428d6dAc601F1CF229bE92a","0xc16AfEc6E194Da0b8ADA1f353336A09766bAC5Eb","117591446235022","0.000118","47921674645879","4.79e-5","0","0","0","0"
"0xf4983a80c967094098a1df3d5ED9460D44279F81","WKAVA","GMD","false","0x896b7410545F3E3110Ecb70403C53fd81402E817","0xbD5997D983b3780265C70D844800EF3142536CC7","0xf29C5cE2ac30fe6E3Dc7F90A87e89F0041f14772","25022156247826","2.50e-5","10503287166474","1.05e-5","15470503286590","1.55e-5","16231967309737","1.62e-5"
"0x0A670ecBD71dB3Fc630c6b1F0aAA53447ed9b3ED","TV","QI","false","0x94210c54bC8132aCaa8D8AC850127f0d0b77ddf3","0xCA364FbBaE04C64dD5f1b8E971231EE0a37b46B6","0x578bcf685f10e8d440bf880c1f8AD2F01Fff0EB8","3657872258360847526231625520","3657.87M","3428364451997125","0.003428","0","0","0","0"
"0xadBe744240c7348C14eb3366A99BC06F5C7bb293","CHAM","QI","false","0x1573B3773ecE1dacF65ff05A815fA73764740AeD","0x88Eee7834965A788EFB8a4BD6403e57C423e5E72","0x23a26A22796E766e923C648E8884e0c3Ad56fd04","1439676329147035","0.001440","4","4.00e-18","1123771802214114","0.001124","1966084361717355","0.001966"
"0x9E77eF12487eCf5501Ba5E10F847c37D3Ddf2FCc","DEUS","axlUSDC","false","0xe80B666bEd468F450ea40f0B397bEC2774B7c0CE","0xB6Bc836f9cA9A50A1B57f6D600a5185a28791582","0x0d882C0e3E1E1eef95653d943F09961e1c349089","929492256153551","0.000929","8122","0.008122","0","0","0","0"
"0x45A026EECD2a73532f494c7222f33330A198a6Ea","QI","MARE","false","0x0000000000000000000000000000000000000000","0x0000000000000000000000000000000000000000","0xe74E9F50f8179d841d25C10653f20eDA571818C4","0","0","0","0","0","0","0","0"
"0xFF104B0CAe54F696C95F74D7E3b2dB576F06c8ef","TAROT","QI","false","0x0000000000000000000000000000000000000000","0x0000000000000000000000000000000000000000","0xd9c675E1fbb2302a84F47C4Ad4D669b4532E3c2F","2652217983480584","0.002652","10791721950643444","0.010792","0","0","0","0"
"0xBD443DaEb44e5FDD80acBAf7f23BE1E8C19C4F9F","ACS","QI","false","0x93ccD1d265241012F14fAAD7FC546954a5e035B4","0x86Cf28B2172a8799aBF0549eaC03b536d63DB29F","0xb7AFb7A8B6cd95F2dbFa93717F24d0CC2601c6D3","30348473277731","3.03e-5","4179279747703889","0.004179","0","0","0","0"
"0x35d6Da4eFAE9b1a7a455Cb2ed54201c404424049","QI","GMD","false","0x36Bd03CfaC0130ee9E663b7683B86Be075e2D055","0x7c2aD4ef03B4Da30109BE0cA3Ec159622813bf3C","0x72E7Aa8987F5C9562C0627743591A043a9B09f3a","1190636144486559","0.001191","8135993834191","8.14e-6","0","0","0","0"
"0x7243a9792a25eaAB9a597b8362016EB2B3e09577","TV","LION","false","0x73bA2073a013d9FC67f42E189BB26Ebd3Ab17c29","0x52BA4493b1bE693163599678D7DcCdc9290d88Ec","0x37d6384915D7EcD5a5BA7eBC28Bd73d0C86f5AcB","1248618","1.25e-12","0","0","544078956092293271294888","544,078.96","0","0"
"0x98A858c406Fc541c2E0F768C510d2fbBE6E11548","SLM","LION","false","0x82D0a4Fc72cb0Ae148C5A728b4aEE2f80d7E50f9","0x870791D913C98f7c980F8fbE0226b8DAF03471a6","0x67B649d27694E6F2C3834C90294f0568DFaB5De9","0","0","199114872684417","0.000199","0","0","0","0"
"0x6EaB46F9eD0ebD4f9cDbCBF4Fb3678c94237f73D","LION","QI","false","0x7A2AEb297c977D1a55a417c3c70d03bEA042c0d7","0xf7de75ee0c2f850861Eb21Ea2421970737534aD3","0x0f3469f371eFA5AAC5100f8b6969EC42d12E4D24","0","0","21310248991455","2.13e-5","0","0","0","0"
"0xCCf7b027A9a75f247100Da89700519AA16763a6E","TAROT","LION","false","0x4C2aF8E9b378B80EC46a265F84E03ee34B190d0E","0x4CC9C0c4999D189ADf207ec4882d5A0FaB001E77","0x8cE1Ac131A188c6a585bc27011afeF08404f5288","3325921215528820","0.003326","268637303658887","0.000269","0","0","0","0"
"0xe61fcFF40E0b3262bF9A8B51F43D0B76846b0d84","ACS","LION","false","0xA21702aBC1101e6fa8579bc5308614fCeBFd7949","0xF6b38a8FA1C75498B1F166B1e167c7C3a5F25968","0x164685b3ed99f56ABAF1e5756090Bc7F1F7789Ec","13274614151649","1.33e-5","197878512974152","0.000198","0","0","0","0"
"0xC42b945169e9D1bF2d5682054Af9b9Dda6529dC9","LION","GMD","false","0x8E6174ce27f8Fb7b7487e45253714a3DD073e434","0xAe7D2631F67319EABF8b5CE3ff145CDa6BDFD510","0xC66016C2cBDcB01A694c0C6559c889eAD2E4060B","105338785974771","0.000105","0","0","0","0","0","0"
"0xA550D187041633D54DC5014E3Ee38242F9316539","LION","MAI","false","0xf8cBB56D9ff552cE3b7b33d31CBEc0Bf9AFE74aC","0x95D220A1fC9b0bbC251fd6e6350B445C2c38784B","0xd3d15bC8FFEd6e33470594B623aCD6700d9D694F","0","0","24125085349478","2.41e-5","0","0","0","0"
"0x7fC1E44375ED9E058fc72Dab9a52189EdD13B3c2","TV","VARA","false","0xf200137887F9591Ed6c5d0023AF2091359AD357a","0xb7b1b22Bb89953912ad295927A454da37493fFe0","0x17e41A3DE7A34336b07Febeb9EDE405dd77d080F","6199546625","6.20e-9","243739560070390055","0.243740","2412277583204296446016450360701184","2412277583.20M","5268200931771213000","5.2682"
"0x086f69a6224EF4d16e9EA7b1AFb0288B66f91604","SLM","VARA","false","0x0f5c82eBd43E34A6234bA817F851992775D3b107","0xBF184e14aEf08889CD72149D65228f3d81252cd5","0xc2510EE62e4859852e09537b825B75c9a8dEaED0","160282031959259","0.000160","1072738621583245","0.001073","0","0","0","0"
"0x8C6a90dBb8Cd434d06310CA90365934aDbF60F67","QI","VARA","false","0xDf82fCa31B3f11cbEf3B0e47A6bdEF18f84792c0","0x0E5f795C1cb9c0c9922001612FeE8F02B7eCE5BC","0x7ea486757476a3540C826dF10076c9256a42d211","344628638668432","0.000345","6628134111928767","0.006628","0","0","0","0"
"0xaDe4C7ba6A71ad36C6b5d3d99DD812bf7C16De5E","CHAM","VARA","false","0xdEc615B15E31Ae8606A48561D79f6C0D31ad7a5A","0xceAD9dad29A46A7b06772608661A6bD0aDD8188d","0x822D1BEB0c66df033ece9E599916c75d76f80cF1","1041190928157826","0.001041","3534950113478035","0.003535","0","0","0","0"
"0xE4b0852643993333161649C4cC387463e86b838c","TAROT","axlUSDT","false","0x5B0C7C942128949ee987E57744c8FC05A6d51E64","0xE257fB72176C3f8795b50D5F6F16ccC40E078f09","0xfE9d45995A0f0b18D349B48fa8d7D33b47fd09f2","3833731458172721","0.003834","823","0.000823","0","0","0","0"
"0xc850b56D2EBb78e8c4D5b4a47742958C7a3aee19","spVARA","YFX","false","0x326753eCbFDe48D05a583d8BD872FB5a64690606","0x3A00Be3bC734D0c1BCb79F4Ffc3BF34c006d02CB","0xe3d0B49De7F379e7Dc649D2CBe2dE2811f5DB2Ad","0","0","215201343749","2.15e-7","0","0","0","0"
"0x1706E392E640949a384E6bF429e98b6dA7f31b8c","BNB","PINKAV","false","0x18c454a8EEeDcfD6611F25d9094260AfB44663FD","0xC97e373c78A3bD257e75b729A1c2C057e79460C7","0xC46a9f1115f31c029c7eaD309fE56Fd10f2D0f18","235748306","2.36e-10","0","0","0","0","0","0"
"0x330a3189e7Ae65798FcF2A3F39010bCc2274900e","PINKAV","USDC","false","0x9A115ff86fC638ed41244e7ac0bbc8e82b19BfCa","0x6a2a2BEA3Da6d6681D7C09faE824d62E595d45c4","0xcad1Fc4a9B685e212B9d69C377128808b6a31204","184231265237325531","0.184231","443","0.000443","0","0","0","0"
"0xd280f3510Da4D3cdD28cd5498fD6Fb35CDe9a94B","SLM","axlUSDT","false","0xDC7384b4BDaF5D0213461ad42aBE991320324F5d","0x1BFC77E7a4BD7188E11876f95E4e92b86793c134","0x14d241ed4A4f2518CEAA0fC217C76e758DbdCE6D","0","0","0","0","0","0","0","0"
"0x16D36c9F35e5bC2c8a4e3423251A6E0b57175bE1","axlATOM","axlUSDT","false","0xB3b2e3C4479c16524f62Ad48f5a9CC343f3438f3","0xf2567cF276222411F34464A22FFAEa836A9B3B50","0x5378ac4D7eA8bfC58151e93634740f3166559FcB","0","0","0","0","0","0","0","0"
"0xffB1d4A372e7F4D1011cf788498b30317E643D9d","axlUSDT","USDC","true","0x4280F1eF9a0bd621418Ca32C6d5789f55243FA6f","0x768eDd504EF344b2aAdfEB2DFB2bCB5FAB489702","0xaCbFDC87eE41fA9e4F4AfF92C04C2A0593132350","28","2.80e-5","1490","0.001490","0","0","0","0"
"0x819e4Bb6474b0adD33BE537a4D9beF90BC059420","TAROT","BEAR","false","0xf5e4a62efe5DfBDe3c293D7a55F3807EEe29D6a2","0x54730F684f59574E9fd22751484d076139DAA0f8","0x9F0cfeF362a1afa7eB4071889E7cf7b1899efA10","11085203349411","1.11e-5","0","0","0","0","0","0"
"0x4aaa43429c7296B66c70958B24F4b663CEE4aB8B","LION","VARA","false","0xfFf80E83A5049203F116915f5BcDbFC678F8b0FF","0x5C8d681ABa7190886E0078771076f6Ca29874A96","0x122247316d488Fd649a851f305acf5F470C4c255","319654517788027","0.000320","84132148085313672","0.084132","0","0","0","0"
"0x7eB6A184783e67394AA6a1584ABA39182722BE33","TAROT","VARA","false","0x07474dCda70De2e6Af90A26910c80F3C4B99f0b4","0xE19fc86c5c0F1C3283Ab5F426ab59AF52f2b1305","0x91BE89adb91bbF185D63364C0c6870bF6878A9B5","44417893559862","4.44e-5","11382173472020869","0.011382","0","0","0","0"
"0x861FBABC5738b16C540253a9A6db540761e81d1C","VARA","GMD","false","0x3D6980dcf831493b0BD3B4b41C2470eE6fb46398","0x04559D6dBEB3a4Ac65401ad6733Cb0Bc6B947AEf","0x8445a8eDb37A9c27F5C15eA6Ff302eD40A677651","29861476803498129","0.029861","442287274928","4.42e-7","0","0","0","0"
"0xC6CAf9dF8CA33190C9e1137a17595c3A5e817792","TV","USDC","false","0x643908e9Ee0009965d182128F9FF048Ecc7ECC09","0xE68813165aA342f916a066Ae618640FB5812b835","0x513Af8dfD3544176121FC96ac36BccE0A590dcBA","43610587666631364629138708","43.61M","1","1.00e-6","0","0","0","0"
"0xf56c35c5D70A384d25bee1bF0c12f78375868483","CHAM","USDC","false","0xcE45d8C99Db92F02267E4b2392389f334537F2E1","0x44bce21d5b4dB17BeA6De688515e2dB828f7F44d","0x313CB9AbcCf8B6a7bce929EbcE94E7D7EffBC534","1000207479419647","0.001000","22","2.20e-5","0","0","0","0"
"0xA9C1799B6BaE5A56Cd3e53a7b8FC0aE9Bd9066B4","GMD","USDC","false","0xDB9B51b2358790d131aDF4538968e0767494D6C1","0x313695e92a8fd215Bb815968E9dbeFb6bECF7098","0x4B5A24840b8Bc449C0B669f0D5208b154B0f47b2","1629977788152","1.63e-6","19","1.90e-5","0","0","0","0"
"0x7B3F361e11eA3A38B98eeFab5259c166f9c2B6A3","axlLqdr","VARA","false","0xA9a1C4eDe982eDEe0d6afB6e7c4446921836E65B","0xf55ACeC2911e791cb97f11b6cED52A58531E839b","0x09D7374A8bc2D170A4eB341Fc0EdA1c2E36c8590","18044931489871","1.80e-5","167192882036740572","0.167193","0","0","0","0"
"0x6D725A5F428A3f4c7587Fba3DBC6BB88b83523B6","axlUSDT","MARE","false","0x77e70c9eCEd9826Bdee522fBd5EC6887aeaB648F","0x3aa0d7B10Be3B74cb5fDf81c5E76b4edB69A4731","0x7F07D726D74C7C53aEAAB5C6F6b60e85E2BD0EC7","552","0.000552","13563409839114622336","13.5634","0","0","25976748496393664","0.025977"
"0xE2b43D788C0df0E4655Aa6c6EfC2738bd10a79dA","TAROT","MARE","false","0xa9e2437748667c692cec480B08FB3B1969FfB3e0","0x16e3110cA3408E97faBeD3e0dE9e2CcCf2db1c79","0xb4Fbaa8075897e7184E5a314A7546f912969E9cF","394080609500603","0.000394","2645412926787040121","2.6454","0","0","0","0"
"0x42ae3321f4f9Ca2d91E589046354647665366BB2","TV","axlLqdr","false","0xfD79512230c1381ef5a42CD6E63CdC0208155db3","0x30ef5C6D2f04864B1973aA8d622efc7fF5b1144D","0x96D784ae033912219a3177e5046f98B570aDb960","24194970640935623398560146","24.19M","0","0","0","0","0","0"
"0xd792E553965f56AC0ba09419708900452E3044f6","axlLqdr","QI","false","0xE047803aD3D67b76CDbcC890da175F3eB4892481","0x6790A6e0e43A79Dd84ba5c074b7818d5Dde8Ccfd","0x3995d8998204331608C83a13b1aafAbd7cD959e5","1108772008290812","0.001109","22721447613355380","0.022721","0","0","0","0"
"0xf6Bb9d721bf2D0270ee5195F808F3570461cE2cC","CHAM","axlLqdr","false","0xfa3EBB0f1BAFbc715236826571A614d5c8Fa697F","0x187d61baF40eD24366914bb670a59c211A3F7C07","0x7A496575e19524DB37d913892C85D4cB9EBc3326","1160314000629339","0.001160","4120195158276","4.12e-6","0","0","0","0"
"0x389B8b515753777A611454e1cFeD68a420A680F3","axlLqdr","MARE","false","0x49f93fE4c42eec6eB3b5fb4c13c324E2C889ff7d","0x6119cfd2e5C10B022a53eA958d188899993f8193","0x2775736d476680a304D42f575a5CE236BF5Df082","0","0","8796576877329418","0.008797","0","0","0","0"
"0x1CC94d2f724414c89916ffA14DaD938a4749462f","axlLqdr","LION","false","0xefB1F428eE6E9EB1fc78110Be8B91Ebf725512a3","0x26e88695cEd21688BdB74DEC7996eD29776030D5","0xDf269EDDbAa8eba3de2a05b60BB255ebdEc611Ef","88946340796528","8.89e-5","214703057696206","0.000215","0","0","0","0"
"0x94c3f3dCCe85b169371DEf8047E98C2B1E9C7A2d","axlLqdr","USDC","false","0xccD6b45021bCBDCDA2a2baF48A94b5831Ba38065","0x00A3b763b52105A68816C807FD7D037D22A4Cb2F","0x1a8eC42e68aA43A0b9790EF65E6158ABdB73c74b","370307767002137","0.000370","3229","0.003229","0","0","0","0"
"0x358C8aE2B9D956ab01e9b61bA82455117E176445","axlLqdr","ACS","false","0xd39CF619F92af581Fa2fE7C369531CeCba779A2a","0x7059Da93c95A53797dF7722bdd5C3aE44F91753B","0x1c4d131723B86Ef6deF6F1eF540F5ce65124041E","87052304688804","8.71e-5","17417753242220","1.74e-5","0","0","0","0"
"0xE8ae51838Cb95485fA5688d771aC2C81EE6c0c30","TAROT","BIFI","false","0x740A3f67Ff40D9E8B95B992B2a0c42d63177bd6B","0x5B82e477E003DA8a7D3f465DFfeb05B3757af5A5","0x87889F360d5817953381F681Fd2C178F83599551","1684221771696632","0.001684","1997737673916621","0.001998","0","0","0","0"
"0xE063aD8ce1Aea8fAa68C90bb2a143590735C363b","axlUSDT","BIFI","false","0x0000000000000000000000000000000000000000","0x0000000000000000000000000000000000000000","0x6dc314738078862c05b48a9C4BDD39b5462e738c","6475","0.006475","52094224891859219","0.052094","0","0","0","0"
"0x3BdB378a12171C58346f73B8ddf5F9AAe4b1bC59","axlLqdr","WKAVA","false","0xC9A56efCFA86ab27C0eC0666bCd920073356C79a","0xf496600342916F8D9F93348218D331F7cbb97486","0xd00DE2623DaB851f6ABA63aef06e1E63ceFff30d","1438197385144466","0.001438","6129412008710817","0.006129","0","0","0","0"
"0x10322157c25f441A0270Fd051858a9a2057F6350","BIFI","axlUSDC","false","0xee5E0176254383104e0514004C3852c195d20F37","0x1B8a1895025dE66292F3723294Fffc38f01472fd","0x9F9B95A2C51F1a801D5A7A745Ec01A447335186D","64379847773925635","0.064380","9146","0.009146","0","0","0","0"
"0x536EB6B872E2EC92C64fC433aeae51954710B752","axlLqdr","MAI","false","0xAC31A60f395ce7e5A08a839DAAd5B0a40C92d0a7","0xfD1F0190dBbDd8F240BAf6A9d04D770591c9bC81","0x63EA53CAf92601989aD527a64E7fc780EF63caB4","16683847051152","1.67e-5","55743138107802","5.57e-5","0","0","0","0"
"0x6d5f23f04160F6a24143755cefD5C2995781884F","WKAVA","CRS","false","0x0000000000000000000000000000000000000000","0x0000000000000000000000000000000000000000","0x3E42A33db2d0579eC3AF60af7cd341481dA7F62c","0","0","0","0","0","0","0","0"
"0x638AA9e10Ef42F240CaB847F0C2f9906600756d0","CHAM","fBOMB","false","0xAE9b74d7A5bbAF23eCF346634077CdbE8762Fc6e","0x54B932635237F55A6E5A13697ce5091c70684eC5","0xC1314e532C243171373f7e3146D5712A42AbDC78","0","0","0","0","0","0","0","0"
"0x977A7906F925093C8397a5D14Ef0531C51E9b270","VARA","PINKAV","false","0xa08B7988F6ae64F0a4c671663e42abd395386fE2","0x1b769A99d28bAdF3cC086B00F879649986708833","0xBE28B33E4Cfc2151c6105fE26Ed5e079DC52DaBa","2772393553813765","0.002772","0","0","0","0","0","0"
"0x70B56fC8a315c15537fC25DBDF021A2c408E1A81","ARKKs","USDt","false","0x0000000000000000000000000000000000000000","0x0000000000000000000000000000000000000000","0x137B55cfb91b43d09eF365829AEf21fc55601e41","0","0","0","0","0","0","0","0"
"0x441B31B520B1b040D7A490FC3B37B686fe6bdc9A","VARA","cpVARA","true","0x83cF3dcadEC6429957e850A290D7442C0aa33dD4","0x0BA56d562a4fC3688C0c9c41b398217dbA64cD2A","0x58bc18DE0418c90695A49F2CbF6005f30C87F4E6","772591401626986834","0.772591","576970825755082699","0.576971","0","0","0","0"
"0x7e4683B44178B25EE43e5db8CC98d276d859f1f4","DAI","USDT","true","0x4d7486AE0fCdA29d4F874c0110B7AaF5105f9BDa","0x29fbC0Bbe2f112547c601e43Db8ACbd5ADb1c757","0x846fEE0e952fdfbd3F770b683eA52F5bD440164e","2269602478181201","0.002270","2190","0.002190","0","0","0","0"
"0xb89a0B95964139094b52D0B576ab40D714817986","WKAVA","vAMM-BIFI/WKAVA","false","0x0000000000000000000000000000000000000000","0x0000000000000000000000000000000000000000","0xa6ae5D7168F5Fe46A98032e91E018345F864A6Bf","0","0","0","0","0","0","0","0"
"0x0BeDA5CDa2a9F0f39e723A78cb74918cc71D8D23","ACS","vAMM-BIFI/WKAVA","false","0x0000000000000000000000000000000000000000","0x0000000000000000000000000000000000000000","0xa746a2c9CaB7C6AeAadCd892f1591B81B2d98b26","0","0","0","0","0","0","0","0"
"0xaeF72CE7E56af43635376ee7CFF68fAE234Ab090","acsWKAVA","WKAVA","false","0x0000000000000000000000000000000000000000","0x0000000000000000000000000000000000000000","0xcfeB086dF59C0Fb03A725be0807F593078600D84","0","0","0","0","0","0","0","0"
"0x7bE70B955A13315DB92eC2aaa03A7963e82C42B8","BTFR","WKAVA","false","0x0000000000000000000000000000000000000000","0x0000000000000000000000000000000000000000","0x7801A3B8308a85300476AF8C8f16fAD754C52C1C","720959167883104797","0.720959","542366211759716","0.000542","0","0","0","0"
